,City,Building,AC,num_AC_modules,ABC,num_ABC_modules,Furnace,num_Furnace_modules,PrimeMover,num_PM_modules,PV Module,num_PV_modules,BES,num_BES_modules
105,albuquerque,medium_office,,0,ABC_SS1,3,,0,FC1,846,,0,,0
106,albuquerque,medium_office,,0,ABC_SS1,3,,0,FC2,1567,,0,,0
107,albuquerque,medium_office,,0,ABC_SS1,3,,0,FC3,4,,0,,0
108,albuquerque,medium_office,,0,ABC_SS1,3,,0,FC4,2,,0,,0
109,albuquerque,medium_office,,0,ABC_SS1,3,,0,FC5,1,,0,,0
110,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,RE1,1,,0,,0
111,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,RE2,1,,0,,0
112,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,RE3,1,,0,,0
113,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,RE4,1,,0,,0
114,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,RE5,1,,0,,0
115,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT1,1,,0,,0
116,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT2,1,,0,,0
117,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT3,1,,0,,0
118,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT4,1,,0,,0
119,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT5,1,,0,,0
120,albuquerque,midrise_apartment,,0,ABC_TS1,1,,0,GT6,1,,0,,0
121,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT1,3,,0,,0
122,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT2,2,,0,,0
123,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT3,1,,0,,0
124,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT4,1,,0,,0
125,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT5,1,,0,,0
126,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,MT6,1,,0,,0
127,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,FC1,183,,0,,0
128,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,FC2,339,,0,,0
129,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,FC3,1,,0,,0
130,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,FC4,1,,0,,0
131,albuquerque,midrise_apartment,,0,ABC_SS1,1,,0,FC5,1,,0,,0
132,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,RE1,5,,0,,0
133,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,RE2,2,,0,,0
134,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,RE3,1,,0,,0
135,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,RE4,1,,0,,0
136,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,RE5,1,,0,,0
137,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT1,1,,0,,0
138,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT2,1,,0,,0
139,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT3,1,,0,,0
140,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT4,1,,0,,0
141,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT5,1,,0,,0
142,albuquerque,outpatient_healthcare,,0,ABC_TS1,1,,0,GT6,1,,0,,0
143,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT1,15,,0,,0
144,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT2,8,,0,,0
145,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT3,4,,0,,0
146,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT4,3,,0,,0
147,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT5,3,,0,,0
148,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,MT6,1,,0,,0
149,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,FC1,978,,0,,0
150,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,FC2,1813,,0,,0
151,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,FC3,5,,0,,0
152,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,FC4,2,,0,,0
153,albuquerque,outpatient_healthcare,,0,ABC_SS1,3,,0,FC5,1,,0,,0
154,albuquerque,primary_school,,0,ABC_TS1,1,,0,RE1,6,,0,,0
155,albuquerque,primary_school,,0,ABC_TS1,1,,0,RE2,2,,0,,0
156,albuquerque,primary_school,,0,ABC_TS1,1,,0,RE3,1,,0,,0
157,albuquerque,primary_school,,0,ABC_TS1,1,,0,RE4,1,,0,,0
158,albuquerque,primary_school,,0,ABC_TS1,1,,0,RE5,1,,0,,0
159,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT1,1,,0,,0
160,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT2,1,,0,,0
161,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT3,1,,0,,0
162,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT4,1,,0,,0
163,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT5,1,,0,,0
164,albuquerque,primary_school,,0,ABC_TS1,1,,0,GT6,1,,0,,0
165,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT1,17,,0,,0
166,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT2,9,,0,,0
167,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT3,4,,0,,0
168,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT4,3,,0,,0
169,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT5,3,,0,,0
170,albuquerque,primary_school,,0,ABC_SS1,4,,0,MT6,1,,0,,0
171,albuquerque,primary_school,,0,ABC_SS1,4,,0,FC1,1082,,0,,0
172,albuquerque,primary_school,,0,ABC_SS1,4,,0,FC2,2005,,0,,0
173,albuquerque,primary_school,,0,ABC_SS1,4,,0,FC3,5,,0,,0
174,albuquerque,primary_school,,0,ABC_SS1,4,,0,FC4,2,,0,,0
175,albuquerque,primary_school,,0,ABC_SS1,4,,0,FC5,1,,0,,0
176,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,RE1,1,,0,,0
177,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,RE2,1,,0,,0
178,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,RE3,1,,0,,0
179,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,RE4,1,,0,,0
180,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,RE5,1,,0,,0
181,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT1,1,,0,,0
182,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT2,1,,0,,0
183,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT3,1,,0,,0
184,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT4,1,,0,,0
185,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT5,1,,0,,0
186,albuquerque,quick_service_restaurant,,0,ABC_TS1,1,,0,GT6,1,,0,,0
187,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT1,2,,0,,0
188,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT2,1,,0,,0
189,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT3,1,,0,,0
190,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT4,1,,0,,0
191,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT5,1,,0,,0
192,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,MT6,1,,0,,0
193,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,FC1,96,,0,,0
194,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,FC2,177,,0,,0
195,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,FC3,1,,0,,0
196,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,FC4,1,,0,,0
197,albuquerque,quick_service_restaurant,,0,ABC_SS1,1,,0,FC5,1,,0,,0
198,albuquerque,secondary_school,,0,ABC_TS1,2,,0,RE1,21,,0,,0
199,albuquerque,secondary_school,,0,ABC_TS1,2,,0,RE2,6,,0,,0
200,albuquerque,secondary_school,,0,ABC_TS1,2,,0,RE3,4,,0,,0
201,albuquerque,secondary_school,,0,ABC_TS1,2,,0,RE4,2,,0,,0
202,albuquerque,secondary_school,,0,ABC_TS1,2,,0,RE5,1,,0,,0
203,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT1,1,,0,,0
204,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT2,1,,0,,0
205,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT3,1,,0,,0
206,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT4,1,,0,,0
207,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT5,1,,0,,0
208,albuquerque,secondary_school,,0,ABC_TS1,2,,0,GT6,1,,0,,0
209,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT1,63,,0,,0
210,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT2,33,,0,,0
211,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT3,15,,0,,0
212,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT4,11,,0,,0
213,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT5,9,,0,,0
214,albuquerque,secondary_school,,0,ABC_SS1,12,,0,MT6,3,,0,,0
215,albuquerque,secondary_school,,0,ABC_SS1,12,,0,FC1,4091,,0,,0
216,albuquerque,secondary_school,,0,ABC_SS1,12,,0,FC2,7582,,0,,0
217,albuquerque,secondary_school,,0,ABC_SS1,12,,0,FC3,19,,0,,0
218,albuquerque,secondary_school,,0,ABC_SS1,12,,0,FC4,8,,0,,0
219,albuquerque,secondary_school,,0,ABC_SS1,12,,0,FC5,4,,0,,0
220,albuquerque,small_hotel,,0,ABC_TS1,1,,0,RE1,2,,0,,0
221,albuquerque,small_hotel,,0,ABC_TS1,1,,0,RE2,1,,0,,0
222,albuquerque,small_hotel,,0,ABC_TS1,1,,0,RE3,1,,0,,0
223,albuquerque,small_hotel,,0,ABC_TS1,1,,0,RE4,1,,0,,0
224,albuquerque,small_hotel,,0,ABC_TS1,1,,0,RE5,1,,0,,0
225,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT1,1,,0,,0
226,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT2,1,,0,,0
227,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT3,1,,0,,0
228,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT4,1,,0,,0
229,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT5,1,,0,,0
230,albuquerque,small_hotel,,0,ABC_TS1,1,,0,GT6,1,,0,,0
231,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT1,5,,0,,0
232,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT2,3,,0,,0
233,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT3,2,,0,,0
234,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT4,1,,0,,0
235,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT5,1,,0,,0
236,albuquerque,small_hotel,,0,ABC_SS1,1,,0,MT6,1,,0,,0
237,albuquerque,small_hotel,,0,ABC_SS1,1,,0,FC1,319,,0,,0
238,albuquerque,small_hotel,,0,ABC_SS1,1,,0,FC2,591,,0,,0
239,albuquerque,small_hotel,,0,ABC_SS1,1,,0,FC3,2,,0,,0
240,albuquerque,small_hotel,,0,ABC_SS1,1,,0,FC4,1,,0,,0
241,albuquerque,small_hotel,,0,ABC_SS1,1,,0,FC5,1,,0,,0
242,albuquerque,small_office,,0,ABC_TS1,1,,0,RE1,1,,0,,0
243,albuquerque,small_office,,0,ABC_TS1,1,,0,RE2,1,,0,,0
244,albuquerque,small_office,,0,ABC_TS1,1,,0,RE3,1,,0,,0
245,albuquerque,small_office,,0,ABC_TS1,1,,0,RE4,1,,0,,0
246,albuquerque,small_office,,0,ABC_TS1,1,,0,RE5,1,,0,,0
247,albuquerque,small_office,,0,ABC_TS1,1,,0,GT1,1,,0,,0
248,albuquerque,small_office,,0,ABC_TS1,1,,0,GT2,1,,0,,0
249,albuquerque,small_office,,0,ABC_TS1,1,,0,GT3,1,,0,,0
250,albuquerque,small_office,,0,ABC_TS1,1,,0,GT4,1,,0,,0
251,albuquerque,small_office,,0,ABC_TS1,1,,0,GT5,1,,0,,0
252,albuquerque,small_office,,0,ABC_TS1,1,,0,GT6,1,,0,,0
253,albuquerque,small_office,,0,ABC_SS1,1,,0,MT1,1,,0,,0
254,albuquerque,small_office,,0,ABC_SS1,1,,0,MT2,1,,0,,0
255,albuquerque,small_office,,0,ABC_SS1,1,,0,MT3,1,,0,,0
256,albuquerque,small_office,,0,ABC_SS1,1,,0,MT4,1,,0,,0
257,albuquerque,small_office,,0,ABC_SS1,1,,0,MT5,1,,0,,0
258,albuquerque,small_office,,0,ABC_SS1,1,,0,MT6,1,,0,,0
259,albuquerque,small_office,,0,ABC_SS1,1,,0,FC1,52,,0,,0
260,albuquerque,small_office,,0,ABC_SS1,1,,0,FC2,96,,0,,0
261,albuquerque,small_office,,0,ABC_SS1,1,,0,FC3,1,,0,,0
262,albuquerque,small_office,,0,ABC_SS1,1,,0,FC4,1,,0,,0
263,albuquerque,small_office,,0,ABC_SS1,1,,0,FC5,1,,0,,0
264,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,RE1,2,,0,,0
265,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,RE2,1,,0,,0
266,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,RE3,1,,0,,0
267,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,RE4,1,,0,,0
268,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,RE5,1,,0,,0
269,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT1,1,,0,,0
270,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT2,1,,0,,0
271,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT3,1,,0,,0
272,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT4,1,,0,,0
273,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT5,1,,0,,0
274,albuquerque,stand_alone_retail,,0,ABC_TS1,1,,0,GT6,1,,0,,0
275,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT1,5,,0,,0
276,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT2,3,,0,,0
277,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT3,2,,0,,0
278,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT4,1,,0,,0
279,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT5,1,,0,,0
280,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,MT6,1,,0,,0
281,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,FC1,308,,0,,0
282,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,FC2,571,,0,,0
283,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,FC3,2,,0,,0
284,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,FC4,1,,0,,0
285,albuquerque,stand_alone_retail,,0,ABC_SS1,1,,0,FC5,1,,0,,0
286,albuquerque,strip_mall,,0,ABC_TS1,1,,0,RE1,2,,0,,0
287,albuquerque,strip_mall,,0,ABC_TS1,1,,0,RE2,1,,0,,0
288,albuquerque,strip_mall,,0,ABC_TS1,1,,0,RE3,1,,0,,0
289,albuquerque,strip_mall,,0,ABC_TS1,1,,0,RE4,1,,0,,0
290,albuquerque,strip_mall,,0,ABC_TS1,1,,0,RE5,1,,0,,0
291,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT1,1,,0,,0
292,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT2,1,,0,,0
293,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT3,1,,0,,0
294,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT4,1,,0,,0
295,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT5,1,,0,,0
296,albuquerque,strip_mall,,0,ABC_TS1,1,,0,GT6,1,,0,,0
297,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT1,5,,0,,0
298,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT2,3,,0,,0
299,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT3,2,,0,,0
300,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT4,1,,0,,0
301,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT5,1,,0,,0
302,albuquerque,strip_mall,,0,ABC_SS1,1,,0,MT6,1,,0,,0
303,albuquerque,strip_mall,,0,ABC_SS1,1,,0,FC1,298,,0,,0
304,albuquerque,strip_mall,,0,ABC_SS1,1,,0,FC2,552,,0,,0
305,albuquerque,strip_mall,,0,ABC_SS1,1,,0,FC3,2,,0,,0
306,albuquerque,strip_mall,,0,ABC_SS1,1,,0,FC4,1,,0,,0
307,albuquerque,strip_mall,,0,ABC_SS1,1,,0,FC5,1,,0,,0
308,albuquerque,supermarket,,0,ABC_TS1,1,,0,RE1,3,,0,,0
309,albuquerque,supermarket,,0,ABC_TS1,1,,0,RE2,1,,0,,0
310,albuquerque,supermarket,,0,ABC_TS1,1,,0,RE3,1,,0,,0
311,albuquerque,supermarket,,0,ABC_TS1,1,,0,RE4,1,,0,,0
312,albuquerque,supermarket,,0,ABC_TS1,1,,0,RE5,1,,0,,0
313,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT1,1,,0,,0
314,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT2,1,,0,,0
315,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT3,1,,0,,0
316,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT4,1,,0,,0
317,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT5,1,,0,,0
318,albuquerque,supermarket,,0,ABC_TS1,1,,0,GT6,1,,0,,0
319,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT1,9,,0,,0
320,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT2,5,,0,,0
321,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT3,3,,0,,0
322,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT4,2,,0,,0
323,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT5,2,,0,,0
324,albuquerque,supermarket,,0,ABC_SS1,2,,0,MT6,1,,0,,0
