,City,Building,PM_id,alpha_CHP,beta_ABC,electricity_demand_int,cooling_demand_int,heat_demand_int,total_electricity_demand_int,total_heat_demand_int,electricity_Grid_int,electricity_CHP_int,heat_CHP_int,heat_Furnace_int,Furnace_co2_int,CHP_co2_int,Grid_co2_int,Furnace_n2o_int,Grid_n2o_int,Furnace_ch4_int,Grid_ch4_int,Furnace_co_int,CHP_co_int,Grid_co_int,Furnace_nox_int,CHP_nox_int,Grid_nox_int,Furnace_pm_int,Grid_pm_int,Furnace_so2_int,Grid_so2_int,Furnace_voc_int,CHP_voc_int,Grid_voc_int,Grid_NG_int,Furnace_NG_int,CHP_NG_int,Grid_ch4_leak_int,Furnace_ch4_leak_int,CHP_ch4_leak_int,ch4_leak_int,avoided_co2_int,avoided_n2o_int,avoided_ch4_int,avoided_co_int,avoided_nox_int,avoided_pm_int,avoided_so2_int,avoided_voc_int,Grid_GHG_int_100,Grid_GHG_int_20,Furnace_GHG_int_100,Furnace_GHG_int_20,CHP_GHG_int_100,CHP_GHG_int_20,co2_int,n2o_int,ch4_int,co_int,nox_int,pm_int,so2_int,voc_int,GHG_int_100,GHG_int_20,NG_int,energy_demand_int,TFCE,trigen_efficiency
10,albuquerque,small_hotel,None,0.0,0.0,123.16747171133134,86.39032345626903,40.89802067846588,148.57639037494044,40.89802067846588,148.57639037494044,0.0,0.0,40.89802067846588,7443.439763480795,0.0,25293.64469742986,0.03971197807879037,1.294100360165732,0.14273409216784602,3.714409759373511,5.194048626165169,0.0,12.941003601657316,1.9876438049734424,0.0,4.605868101623158,0.11778629955398177,2.8526666951988564,0.037217198817403936,0.7592253548159461,0.3414984726651902,0.0,0.9063159812871365,293.1177221862647,41.311131998450385,0.0,606.9993173159751,88.80840365737755,0.0,695.807720973353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42736.56565098357,76935.24026684299,9944.59529465894,14925.819296655414,0.0,0.0,32737.084460910653,1.333812338244523,3.8571438515413607,18.135052227822488,6.593511906596601,2.9704529947528395,0.7964425536333498,1.2478144539523266,52681.16094564251,91861.0595634983,334.42885418471536,164.0654923897973,0.5665611943542223,0.8248831733798511
11,albuquerque,small_office,None,0.0,0.0,117.69884708630008,39.5467452831142,18.158742377775017,129.33024275780284,18.158742377775017,129.33024275780284,0.0,0.0,18.158742377775017,3304.891112755053,0.0,22017.180527088352,0.017632138848819538,1.126466414420463,0.06337401089843485,3.2332560689450727,2.306160281977427,0.0,11.26466414420463,0.8825148795598661,0.0,4.009237525491888,0.052297178047992075,2.4831406609498146,0.01652445556377528,0.6608775404923724,0.15162549885442145,0.0,0.7889144808225977,255.14811654327116,18.342164017954573,0.0,528.3704151392304,39.43097725129965,0.0,567.8013923905305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37200.5969207387,66969.27604198216,4415.405464891538,6627.0715034357845,0.0,0.0,25322.071639843405,1.1440985532692833,3.296630079843508,13.570824426182066,4.891752405051758,2.5354378389978076,0.6774019960561479,0.9405399796770194,41616.002385630265,73596.34754541794,273.4902805612256,135.85758946407515,0.5392841925969646,0.6838843780293717
12,albuquerque,stand_alone_retail,None,0.0,0.0,127.49428156839089,42.96705319470164,58.66259012911565,140.131650155062,58.66259012911565,140.131650155062,0.0,0.0,58.66259012911565,10676.59140349905,0.0,23856.012122397773,0.05696137501537131,1.220546672850591,0.20473243955061363,3.503291253876553,7.45014894639769,0.0,12.20546672850591,2.8510018802750214,0.0,4.344081154806926,0.1689482595718532,2.690527682977191,0.053382957017495285,0.7160727322923676,0.4898326275781157,0.0,0.8548030659458786,276.45758519236614,59.25514154456127,0.0,572.4988725586264,127.38345028313034,0.0,699.8823228417568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40307.517577453276,72562.41820428056,14264.155284113192,21409.03655520832,0.0,0.0,34532.6035258968,1.2775080478659613,3.7080236934271653,19.655615674903586,7.195083035081949,2.859475942549045,0.7694556893098627,1.3446356935239943,54571.67286156644,93971.45475948887,335.71272673692715,186.1568716975066,0.5921558059964696,0.7201433673032281
13,albuquerque,strip_mall,None,0.0,0.0,128.67894159877414,43.893781980859075,68.30823382394804,141.58887747550082,68.30823382394804,141.58887747550082,0.0,0.0,68.30823382394804,12432.09855595854,0.0,24104.090501429277,0.06632729504305356,1.2332391228116135,0.23839573604557876,3.539721936887523,8.6751456956414,0.0,12.332391228116132,3.3197801638438738,0.0,4.389255201740526,0.19672771341297046,2.7185064475296183,0.062160492779792735,0.7235191638998093,0.570373752429966,0.0,0.8636921526005554,279.33246424816144,68.99821598378593,0.0,578.4522813502141,148.3285768338865,0.0,726.7808581841005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40726.674961013225,73316.99390596805,16609.550521103043,24929.23465772421,0.0,0.0,36536.1890573878,1.2995664178546666,3.778117672933101,21.007536923757527,7.709035365584402,2.9152341609425885,0.7856796566796027,1.4340659050305218,57336.22548211623,98246.22856369225,348.3306802319475,196.98717542272232,0.6025800287235161,0.7285918458612742
14,albuquerque,supermarket,None,0.0,0.0,378.8107549361411,23.06903963044954,138.16415369926517,385.59576659215594,138.16415369926517,385.59576659215594,0.0,0.0,138.16415369926517,25145.875973266262,0.0,65643.8233046486,0.1341573932419865,3.358539127017678,0.48219289641043533,9.639894164803904,17.54684751980667,0.0,33.585391270176764,6.714777869784286,0.0,11.953468764356836,0.3979127626538838,7.403438718569391,0.12572937986633134,1.970394367285917,1.153670683388864,0.0,2.352134176212152,760.7194689744101,139.55975121137905,0.0,1575.3267830152224,300.01789155446636,0.0,1875.3446745696883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110912.90313434908,199667.67851730346,33595.43004709994,50423.30061895577,0.0,0.0,90789.69927791484,3.4926965202596647,10.122087061214332,51.13223878998346,18.668246634141113,7.801351481223275,2.096123747152248,3.5058048596010143,144508.33318144904,250090.97913625932,900.2792201857886,516.974908635406,0.581774974416641,0.6073992908655854
15,albuquerque,warehouse,None,0.0,0.0,53.065034918792186,5.32405722752662,33.942215571278176,54.63093410335919,33.942215571278176,54.63093410335919,0.0,0.0,33.942215571278176,6177.483233972626,0.0,9300.370221755873,0.03295789131971109,0.4758354360402583,0.11845833234376078,1.365773352583979,4.310661377552326,0.0,4.758354360402588,1.6495916767641179,0.0,1.6935589572041352,0.09775358084528114,1.0489139347844965,0.030887416169863128,0.2791640732681655,0.2834175000201728,0.0,0.3332486980304912,107.77819359370737,34.28506623361431,0.0,223.19117876931622,73.70415319553469,0.0,296.89533196485087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15714.06127171975,28288.774755110135,8253.250197952942,12387.283485622816,0.0,0.0,15477.8534557285,0.5087933273599693,1.4842316849277397,9.069015737954913,3.3431506339682517,1.146667515629777,0.31005148943802846,0.6166661980506638,23967.3114696727,40676.058240732964,142.06325982732173,87.00725049007036,0.6234768213984268,0.6609534866107976
16,atlanta,full_service_restaurant,None,0.0,0.0,523.3122507146855,242.66250102949135,279.3887295777704,594.6835745468884,279.3887295777704,594.6835745468884,0.0,0.0,279.3887295777704,50848.74878315419,0.0,101238.93173086224,0.2712864564200149,5.179693934303398,0.9750666662264184,14.867089363672203,35.48236865637683,0.0,51.79693934303396,13.578292257479637,0.0,18.43519081095354,0.8046395411839788,11.417924631300252,0.25424374391577115,3.038833065934598,2.3328958919743816,0.0,3.6275698047360176,1173.2166487076674,282.2108379573438,0.0,2429.541617332683,606.6813665319715,0.0,3036.2229838646545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171054.99441095066,307936.7022920121,67935.01982365503,101963.50879629773,0.0,0.0,152087.68051401654,5.450980390723415,15.842156029898621,87.27930799941079,32.013483068433175,12.222564172484228,3.2930768098503704,5.960465696710401,238990.01423460574,409900.21108831005,1455.4274866650112,802.7009802924563,0.6005605309320642,0.7672898961892313
17,atlanta,hospital,None,0.0,0.0,248.80866857582268,752.093403072715,145.61310710243694,470.0126106560341,145.61310710243694,470.0126106560341,0.0,0.0,145.61310710243694,26501.585492643524,0.0,80014.94683808323,0.14139032699646623,4.093809838814054,0.5081897437875047,11.750315266400856,18.492864602009487,0.0,40.93809838814058,7.076797005178434,0.0,14.570390930337057,0.4193657484550181,9.024242124595851,0.13250792746321768,2.401764440452333,1.215869444305348,0.0,2.8670769250018093,927.2605525457234,147.08394656811817,0.0,1920.206387287704,316.1929936664908,0.0,2236.399380954194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135194.59411688385,243380.07565007487,35406.68706478539,53141.811945433954,0.0,0.0,106516.53233072675,4.235200165810524,12.258505010188351,59.43096299015005,21.64718793551549,9.443607873050867,2.53427236791555,4.082946369307153,170601.2811816693,296521.88759550895,1074.344499113842,394.4217756782598,0.5730244984418514,1.2730731361861407
18,atlanta,large_hotel,None,0.0,0.0,145.58883918533596,314.3073057651491,168.4049197423102,238.03216441037932,168.4049197423102,238.03216441037932,0.0,0.0,168.4049197423102,30649.695393100486,0.0,40522.59566922299,0.1635211770697832,2.073260152014404,0.5877331699006629,5.950804110259482,21.387424807273415,0.0,20.73260152014404,8.18447909947628,0.0,7.378997096721758,0.485006168857854,4.570217556679282,0.15324847696550237,1.2163443601370387,1.4061810798482914,0.0,1.4519962029033133,469.5998177298891,170.10597953768726,0.0,972.4651469303279,365.68449627289806,0.0,1338.1496432032257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68467.65623864323,123256.8762367641,40948.65092942234,61459.73225704199,0.0,0.0,71172.29106232339,2.2367813290841876,6.538537280160143,42.120026327417456,15.563476196198048,5.055223725537133,1.3695928371025408,2.8581772827516043,109416.30716806557,184716.60849380598,639.7057972675758,313.99375892764624,0.6353500091584832,1.1266810352452779
19,atlanta,large_office,None,0.0,0.0,113.62700645447647,139.48793834466463,9.053242618200905,154.65287067349539,9.053242618200905,154.65287067349539,0.0,0.0,9.053242618200905,1647.6901565125656,0.0,26328.10470345586,0.008790698582273078,1.347026503566145,0.031595816737521175,3.866321766837387,1.1497618125115148,0.0,13.470265035661448,0.43998759124456405,0.0,4.794238990878356,0.026073338740418613,2.9693351169311124,0.008238450782562827,0.7902761691415617,0.07559457586197758,0.0,0.9433825111083219,305.1056568744571,9.144689513334244,0.0,631.8243879991368,19.658751487420833,0.0,651.4831394865577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44484.40660034818,80081.73932073916,2201.3494161533017,3304.0000744875874,0.0,0.0,27975.794859968428,1.3558172021484187,3.8979175835749085,14.620026848172978,5.2342265821229255,2.9954084556715306,0.7985146199241249,1.0189770869702992,46685.75601650146,83385.73939522676,314.2503463877913,122.68024907267731,0.5209417115158229,0.9648169210359862
20,atlanta,medium_office,None,0.0,0.0,110.07132982830004,98.54911617996184,13.847646890400368,139.05636399887862,13.847646890400368,139.05636399887862,0.0,0.0,13.847646890400368,2520.271734052867,0.0,23672.95540716911,0.013446065130578755,1.2111809304302326,0.04832828764749728,3.4764090999719657,1.758651155080846,0.0,12.111809304302334,0.6729956388734576,0.0,4.310747283965241,0.03988122304435305,2.669882188778468,0.012601358670264328,0.7105780200342697,0.11562785153484302,0.0,0.8482438203931594,274.33621565307686,13.987522111515519,0.0,568.1058599065113,30.069607143482777,0.0,598.1754670499942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39998.22188591465,72005.61776934729,3367.1371333841175,5053.728071462279,0.0,0.0,26193.22714122197,1.2246269955608116,3.5247373876194628,13.870460459383178,4.983742922838697,2.7097634118228218,0.7231793787045343,0.9638716719280027,43365.359019298776,77059.34584080958,288.3237377645925,123.91897671870038,0.53032057670576,0.8721207938645155
21,atlanta,midrise_apartment,None,0.0,0.0,66.5670934776931,60.73053122704642,34.38433766124183,84.42901442682454,34.38433766124183,84.42901442682454,0.0,0.0,34.38433766124183,6257.949454346014,0.0,14373.195416022614,0.03338719186906581,0.735376715657642,0.12000133843773404,2.1107253606706133,4.366810882977713,0.0,7.3537671565764215,1.6710788103363534,0.0,2.61729944723156,0.09902689246437647,1.6210370769950304,0.03128974727173006,0.4314322637210735,0.2871092194713692,0.0,0.5150169880036297,166.56509377277314,34.73165420327458,0.0,344.9293255100301,74.66420349576873,0.0,419.5935290057987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24285.191670051496,43718.69914209506,8360.75479554909,12548.636879072785,0.0,0.0,20631.144870368633,0.7687639075267078,2.230726699108347,11.720578039554134,4.2883782575679135,1.7200639694594073,0.46272201099280363,0.8021262074749985,32645.9464656006,56267.336021167896,201.29674797604767,100.95143113893488,0.5902397991159005,0.8919363334000644
22,atlanta,outpatient_healthcare,None,0.0,0.0,262.95362711379306,387.7066875163398,199.12848511183438,376.98500579506805,199.12848511183438,376.98500579506805,0.0,0.0,199.12848511183438,36241.38429035386,0.0,64177.927386552394,0.19335375904359117,3.283539400475044,0.694958413040302,9.424625144876702,25.289317609202957,0.0,32.83539400475044,9.677644376435152,0.0,11.68653517964711,0.5734900371220829,7.238112111265308,0.1812069214517692,1.9263933796127979,1.6627228506838165,0.0,2.2996085353499165,743.7317996363422,201.13988395134777,0.0,1540.1480718336313,432.3994802713085,0.0,1972.5475521049382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108436.10084307655,195208.88833447255,48419.26731966217,72672.36253222666,0.0,0.0,100419.31167690625,3.4768931595186343,10.119583557917004,58.124711613953416,21.364179556082263,7.81160214838739,2.107600301064567,3.96233138603373,156855.36816273865,267881.2508666991,944.8716835876901,462.08211222562744,0.6097266971948954,1.0200540403154046
23,atlanta,primary_school,None,0.0,0.0,114.04496253368372,84.66770204056678,28.807505075615733,138.94722783973245,28.807505075615733,138.94722783973245,0.0,0.0,28.807505075615733,5242.965923762064,0.0,23654.376067436053,0.027972087428422873,1.210230354484069,0.1005381927138989,3.4736806959933095,3.658553144603199,0.0,12.102303544840701,1.4000447466749255,0.0,4.307364063031708,0.08296561461777331,2.6677867745228614,0.02621482961881032,0.7100203342610331,0.2405426673813915,0.0,0.8475780898223673,274.1209072699861,29.098489975369446,0.0,567.6599911252798,62.554336290027074,0.0,630.2143274153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39966.82992237,71949.10531400681,7004.715012447344,10513.360011393408,0.0,0.0,28897.341991198122,1.238202441912492,3.574218888707209,15.76085668944389,5.707408809706632,2.750752389140636,0.7362351638798433,1.0881207572037597,46971.54493481735,82462.46532540022,303.2193972453558,142.85246760929942,0.5532453874631452,0.8324745621457147
24,atlanta,quick_service_restaurant,None,0.0,0.0,797.2467350139851,239.0424328733815,244.2674635528689,867.5533329179199,244.2674635528689,867.5533329179199,0.0,0.0,244.2674635528689,44456.67836662216,0.0,147692.27939594674,0.23718370710983558,7.556389529715088,0.8524934477995124,21.688833322948014,31.021967871214326,0.0,75.56389529715081,11.871398728669421,0.0,26.894153320455526,0.7034902950322622,16.657023992024055,0.22228339183311077,4.433197531210571,2.039633320666454,0.0,5.29207533079931,1711.545530068911,246.73481166956452,0.0,3544.3335208740946,530.4169527937321,0.0,4074.750473667825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249543.34853883836,449233.04398434295,59395.07654376911,89145.92834958782,0.0,0.0,192148.9577625688,7.7935732368249235,22.541326770747506,106.58586316836518,38.76555204912495,17.36051428705633,4.655480923043683,7.331708651465763,308938.4250826074,538378.9723339305,1958.2803417384764,1041.5141985668536,0.5677536422000552,0.6898211663325656
25,atlanta,secondary_school,None,0.0,0.0,103.15778322844422,327.6905786918887,47.78571565693017,199.5373651966469,47.78571565693017,199.5373651966469,0.0,0.0,47.78571565693017,8697.000249561293,0.0,33969.24105107715,0.046399929902879215,1.7379704508627944,0.16677214764268633,4.988434129916172,6.0687858884301304,0.0,17.379704508627942,2.3223857809268065,0.0,6.185658321096056,0.13762286109195895,3.831117411775621,0.04348500124780644,1.0196359361548664,0.3990107257353668,0.0,1.2171779276995454,393.65566648841445,48.26839965346482,0.0,815.1971127293019,103.7647557196283,0.0,918.9618684489301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57394.99853261394,103323.65118627927,11619.379011269137,17439.498171906413,0.0,0.0,42666.241300638445,1.784370380765673,5.15520627755886,23.448490397058084,8.508044102022863,3.9687402728675782,1.0631209374026722,1.6161886534349135,69014.37754388302,120763.14935818565,441.924066141879,150.94349888537442,0.559650627341427,1.3011594153844035
