,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,chiller_type,CoolingDemand_intensity_kWh/sqm,fuel_type,PoG_w4e_intensity_factor_(L/kWh),PoG_annual_water_consumption_L,percent_evaporation,PoG_WaterConsumption_intensity_L/kWh,PoG_WaterConsumption_intensity_L/kWh_sqm
40,baltimore,quick_service_restaurant,38096.9091924772,60531.75571693565,809.6863100374437,137855.31412074692,232.0,4A,RFCE,AbsorptionChiller,164.21081548481553,United States Overall,0.268239025,138072.5035871072,0.9984269897284562,3.6242442369674355,0.015621742400721705
41,baltimore,secondary_school,5208023.774135944,8274971.107793776,110687.86527963573,18067606.88918043,19592.0,4A,RFCE,AbsorptionChiller,265.8239982715366,United States Overall,0.268239025,18097297.69424237,0.9983593790872222,3.4748876885157585,0.00017736258107981618
42,baltimore,small_hotel,386590.90839738835,614249.9988980736,8216.345439805838,1268283.1403477225,4014.0,4A,RFCE,AbsorptionChiller,96.31063985983765,United States Overall,0.268239025,1270487.0848375591,0.9982652759590087,3.286386351154403,0.0008187310291864482
43,baltimore,small_office,22528.651074165053,35795.523373395576,478.80893082958806,81024.4125153072,511.0,4A,RFCE,AbsorptionChiller,44.0873797928866,United States Overall,0.268239025,81152.84775607422,0.9984173661883922,3.6022062523369196,0.007049327303986144
44,baltimore,stand_alone_retail,127906.93042862839,203229.90056993192,2718.4486280431197,468404.2454492529,2294.0,4A,RFCE,AbsorptionChiller,55.75716234900976,United States Overall,0.268239025,469133.43945875176,0.9984456575716706,3.667771854790359,0.0015988543394901303
45,baltimore,strip_mall,116625.24048155417,185304.5487651362,2478.6751110346263,428736.9730935878,2090.0,4A,RFCE,AbsorptionChiller,55.80155046964314,United States Overall,0.268239025,429401.8504886635,0.9984516196324746,3.6818946629017164,0.001761672087512783
46,baltimore,supermarket,125835.34628655232,199938.3835441886,2674.420559743529,458180.37823001615,4181.0,4A,RFCE,AbsorptionChiller,30.09694960214119,United States Overall,0.268239025,458897.7621934017,0.9984367237705483,3.646811295360522,0.0008722342251520023
47,baltimore,warehouse,27889.629316434264,44313.522136112224,592.7475884052818,107030.495853421,4835.0,4A,RFCE,AbsorptionChiller,5.768279072685473,United States Overall,0.268239025,107189.49388860594,0.9985166639992705,3.843345950297137,0.0007949009204337409
48,chicago,full_service_restaurant,68745.04918880865,109228.24482221865,1461.0614454261456,246007.94551880396,569.52,5A,RFCW,AbsorptionChiller,120.70699745190451,United States Overall,0.268239025,246399.85921639015,0.9984094402536082,3.5842560609659553,0.006293468290781632
49,chicago,hospital,13606340.421012893,21618963.113387167,289180.0884145925,39246875.042759284,22422.0,5A,RFCW,AbsorptionChiller,606.8299179829138,United States Overall,0.268239025,39324444.42772503,0.9980274512178217,2.890155854618667,0.0001288982184737609
50,chicago,large_hotel,2960639.0400040993,4704126.474673179,62923.448396887026,8667838.298124865,11345.0,5A,RFCW,AbsorptionChiller,260.96421683597174,United States Overall,0.268239025,8684716.822572483,0.998056525642408,2.9333926578771514,0.00025856259655153386
51,chicago,large_office,3676505.0049129263,5841557.952250532,78137.98637108265,12546829.25155344,46320.0,5A,RFCW,AbsorptionChiller,79.37186970882829,United States Overall,0.268239025,12567788.908833083,0.9983322716961843,3.4184065823489163,7.379979668283498e-05
52,chicago,medium_office,281405.05396445055,447121.36352129147,5980.795413591106,983569.2810565837,4982.0,5A,RFCW,AbsorptionChiller,56.48435446897843,United States Overall,0.268239025,985173.5637870498,0.9983715735080231,3.500909276176345,0.000702711617056673
53,chicago,midrise_apartment,102746.57848341212,163252.896923644,2183.7072813674436,353494.0132822416,3135.0,5A,RFCW,AbsorptionChiller,32.77402822437388,United States Overall,0.268239025,354079.768794281,0.9983456961858227,3.4461465678046426,0.0010992493039249259
54,chicago,outpatient_healthcare,976166.6299806006,1551020.3120802857,20746.794775854294,3046971.0263281767,3804.0,5A,RFCW,AbsorptionChiller,256.6158333282336,United States Overall,0.268239025,3052536.126330727,0.9981768929925035,3.1270646143593233,0.000822046428590779
55,chicago,primary_school,316393.7943632786,502714.5843772091,6724.422776200858,1131563.5810541918,6871.0,5A,RFCW,AbsorptionChiller,46.04770693687652,United States Overall,0.268239025,1133367.3336633677,0.9984085013255626,3.582141476397139,0.0005213420865080977
56,chicago,quick_service_restaurant,27837.908348107994,44231.34326421598,591.648345425123,100423.3805562116,232.0,5A,RFCW,AbsorptionChiller,119.99098425908618,United States Overall,0.268239025,100582.0837315313,0.9984221526395963,3.613133661975267,0.015573851991272702
57,chicago,secondary_school,3869679.460327919,6148490.698076585,82243.58746350273,13558029.80789761,19592.0,5A,RFCW,AbsorptionChiller,197.51324317721105,United States Overall,0.268239025,13580090.747611323,0.9983754939400833,3.5093580455008895,0.00017912199088918382
58,chicago,small_hotel,318329.0703395533,505789.52287284506,6765.553841616628,1026911.2671496626,4014.0,5A,RFCW,AbsorptionChiller,79.30470113093007,United States Overall,0.268239025,1028726.0527157228,0.9982358903410005,3.2316434424867566,0.000805093034999192
59,chicago,small_office,17186.981580108182,27308.2040661718,365.2806485158987,60861.67851969626,511.0,5A,RFCW,AbsorptionChiller,33.6340148338712,United States Overall,0.268239025,60959.66104470553,0.9983926661774347,3.5468508976153696,0.006940999799638688
60,chicago,stand_alone_retail,88250.34608314835,140219.99433211287,1875.6140220871796,318856.6875156128,2294.0,5A,RFCW,AbsorptionChiller,38.47007239893128,United States Overall,0.268239025,319359.8003921738,0.9984246205191036,3.618793744913783,0.0015775038120809865
61,chicago,strip_mall,80446.3223363658,127820.26771222564,1709.7525040555659,291219.397145266,2090.0,5A,RFCW,AbsorptionChiller,38.491063318835316,United States Overall,0.268239025,291678.0194899452,0.9984276417349474,3.6257470946946198,0.0017348072223419234
62,chicago,supermarket,84912.2049619902,134916.05899516228,1804.667396125497,306266.59701422305,4181.0,5A,RFCW,AbsorptionChiller,20.30906600382449,United States Overall,0.268239025,306750.679237009,0.9984219033386005,3.612562874492799,0.000864042782705764
63,chicago,warehouse,18574.371537099592,29512.612553391573,394.76730973515555,69243.62013370136,4835.0,5A,RFCW,AbsorptionChiller,3.8416487150154275,United States Overall,0.268239025,69349.51213196659,0.9984730678701282,3.7336128435597984,0.0007722053451002685
64,denver,full_service_restaurant,64939.12165145914,103181.04884620746,1380.172798832346,289957.19841015036,569.52,5B,RMPA,AbsorptionChiller,114.02430406563272,United States Overall,0.268239025,290327.41461604065,0.9987248320783626,4.470762881184076,0.007850054223177546
65,denver,hospital,10603665.525031984,16848046.33421748,225363.23795867994,34282802.72799795,22422.0,5B,RMPA,AbsorptionChiller,472.91345665114545,United States Overall,0.268239025,34343253.94321883,0.9982397936048569,3.238809623157671,0.00014444784689847788
66,denver,large_hotel,2542640.2527970057,4039972.846110799,54039.58083944577,8316111.800408948,11345.0,5B,RMPA,AbsorptionChiller,224.11989888030018,United States Overall,0.268239025,8330607.324884729,0.9982599678618291,3.276360985680428,0.0002887933878960271
67,denver,large_office,2544008.9002910727,4042147.4749069214,54068.66916085291,10351507.899904039,46320.0,5B,RMPA,AbsorptionChiller,54.92247194065356,United States Overall,0.268239025,10366011.227002794,0.9986008767710983,4.074675692296818,8.796795536046671e-05
68,denver,medium_office,251212.54224308179,399148.81711956346,5339.103897806303,1088648.7443958698,4982.0,5B,RMPA,AbsorptionChiller,50.424034974524645,United States Overall,0.268239025,1090080.900419791,0.9986861929024078,4.339277373201342,0.0008709910423928827
69,denver,midrise_apartment,88891.21466427414,141238.26329990124,1889.2346156647,369687.45441285224,3135.0,5B,RMPA,AbsorptionChiller,28.354454438364957,United States Overall,0.268239025,370194.2208641544,0.9986310795178833,4.164576018702301,0.001328413403094833
70,denver,outpatient_healthcare,932065.3335965892,1480948.252270132,19809.495223372804,3398293.698639203,3804.0,5B,RMPA,AbsorptionChiller,245.02243259636938,United States Overall,0.268239025,3403607.3783236626,0.9984388094472058,3.6516832625778046,0.0009599587966818624
71,denver,primary_school,255303.75812595658,405649.3045779092,5426.05587270369,1133782.07187419,6871.0,5B,RMPA,AbsorptionChiller,37.156710540817436,United States Overall,0.268239025,1135237.5518110795,0.9987179071599881,4.446615122880405,0.0006471569091661192
72,denver,quick_service_restaurant,25337.530955736234,40258.52140744754,538.5069912459142,115773.6224061129,232.0,5B,RMPA,AbsorptionChiller,109.21349549886308,United States Overall,0.268239025,115918.07099640039,0.9987538734120932,4.574955278748554,0.019719634822192043
73,denver,secondary_school,2499227.711466768,3970995.141552757,53116.91962770702,10569905.024588821,19592.0,5B,RMPA,AbsorptionChiller,127.56368474207676,United States Overall,0.268239025,10584153.05532076,0.9986538336456902,4.234969469472249,0.00021615809868682365
74,denver,small_hotel,284991.0912695219,452819.1783504623,6057.0106597816,1085567.592734828,4014.0,5B,RMPA,AbsorptionChiller,70.99927535364273,United States Overall,0.268239025,1087192.3193686223,0.9985055756880825,3.814829139134185,0.0009503809514534591
75,denver,small_office,14682.394108257515,23328.69286089811,312.0498161141663,63711.76995681947,511.0,5B,RMPA,AbsorptionChiller,28.732669487783784,United States Overall,0.268239025,63795.47389524536,0.9986879329627156,4.34503211294173,0.008502998264073837
76,denver,stand_alone_retail,71441.8560141265,113513.17122244519,1518.3775798202319,318780.1914593508,2294.0,5B,RMPA,AbsorptionChiller,31.14291892507694,United States Overall,0.268239025,319187.47958094365,0.9987239846558907,4.467793775092144,0.001947599727590298
77,denver,strip_mall,63755.91860287251,101301.0706690086,1355.0257900397191,285133.11573614477,2090.0,5B,RMPA,AbsorptionChiller,30.50522421190072,United States Overall,0.268239025,285496.5865329149,0.9987268821628162,4.477962090252934,0.0021425655934224565
78,denver,supermarket,69289.41325778273,110093.17884292142,1472.630996438747,319095.79628872505,4181.0,5B,RMPA,AbsorptionChiller,16.572449954026006,United States Overall,0.268239025,319490.81339139456,0.9987636041910676,4.610961449518534,0.0011028369886435145
79,denver,warehouse,20141.254034243066,32002.214743297318,428.0687857411128,96182.29392115967,4835.0,5B,RMPA,AbsorptionChiller,4.165719552066818,United States Overall,0.268239025,96297.11867487979,0.9988075992791872,4.781088531586001,0.000988849748001241
80,duluth,full_service_restaurant,17927.122408818872,28484.205605123356,381.01110826209793,62990.376074508276,569.52,7,MROW,AbsorptionChiller,31.477599397420413,United States Overall,0.268239025,63092.578122702675,0.9983801256623935,3.5193923867929637,0.006179576462271674
81,duluth,hospital,10430594.566986347,16573055.8119893,221684.90319701645,28196026.81665013,22422.0,7,MROW,AbsorptionChiller,465.1946555608932,United States Overall,0.268239025,28255491.358940918,0.997895469537748,2.708905151809061,0.0001208146085009839
82,duluth,large_hotel,2448868.7817366277,3890980.397648209,52046.62450784258,6489314.592579215,11345.0,7,MROW,AbsorptionChiller,215.8544540975432,United States Overall,0.268239025,6503275.528391739,0.9978532455296452,2.6556243343426136,0.00023407883070450538
83,duluth,large_office,2216462.574116501,3521712.756651768,47107.217908555875,7255530.63764512,46320.0,7,MROW,AbsorptionChiller,47.85109184189337,United States Overall,0.268239025,7268166.631847373,0.9982614605797718,3.279174084292635,7.079391373688762e-05
84,duluth,medium_office,139421.06198419782,221524.57626378172,2963.1623040374893,469291.81788348465,4982.0,7,MROW,AbsorptionChiller,27.98495824652706,United States Overall,0.268239025,470086.65365083644,0.998309171806562,3.371704726392894,0.0006767773437159562
85,duluth,midrise_apartment,49032.53167539685,77907.24477313078,1042.1047398744324,160705.54208081003,3135.0,7,MROW,AbsorptionChiller,15.64036098098783,United States Overall,0.268239025,160985.07524018182,0.9982636082322865,3.283229923878469,0.0010472822723695276
86,duluth,outpatient_healthcare,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,3804.0,7,MROW,AbsorptionChiller,2.0801866053582563,United States Overall,0.268239025,27983.006444969913,0.9983878796994773,3.5363200931621583,0.0009296319908417872
87,duluth,primary_school,122007.43036950275,193856.25047598773,2593.0645867864987,420316.29168995545,6871.0,7,MROW,AbsorptionChiller,17.756866594309816,United States Overall,0.268239025,421011.8528064771,0.9983478823413521,3.4507066621387854,0.0005022131657893735
88,duluth,quick_service_restaurant,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,232.0,7,MROW,AbsorptionChiller,34.10788727061554,United States Overall,0.268239025,27983.006444969913,0.9983878796994773,3.5363200931621583,0.015242759022250682
89,duluth,secondary_school,1750390.105499801,2781175.3898496856,37201.624375555824,5904484.258259195,19592.0,7,MROW,AbsorptionChiller,89.34208378418748,United States Overall,0.268239025,5914463.18571011,0.9983127923638065,3.3789400243560634,0.00017246529319906408
90,duluth,small_hotel,201343.92396839635,319913.1236386744,4279.229530741642,603701.4508613325,4014.0,7,MROW,AbsorptionChiller,50.16041952376591,United States Overall,0.268239025,604849.3072184098,0.9981022440740551,3.0040603922736158,0.0007483957130726497
91,duluth,small_office,6775.2325370162425,10765.091697703556,143.9962755200515,23276.28165921057,511.0,7,MROW,AbsorptionChiller,13.258772088094409,United States Overall,0.268239025,23314.9070797597,0.9983433165563562,3.441196586593823,0.006734239895486933
92,duluth,stand_alone_retail,17937.922604426523,28501.365915922164,381.2406484194127,62466.32093061729,2294.0,7,MROW,AbsorptionChiller,7.819495468363785,United States Overall,0.268239025,62568.58455043968,0.9983655756230198,3.4880619082947595,0.0015205152172165473
93,duluth,strip_mall,18636.69097990823,29611.631223631946,396.09180562631616,64836.28334094848,2090.0,7,MROW,AbsorptionChiller,8.917077023879537,United States Overall,0.268239025,64942.53062070017,0.998363979987595,3.4846599479871805,0.001667301410520182
94,duluth,supermarket,30070.773701163613,47779.11821407102,639.1041770620641,102304.53392425478,4181.0,7,MROW,AbsorptionChiller,7.192244367654536,United States Overall,0.268239025,102475.96660558334,0.9983270937859178,3.407826071386316,0.0008150744011926133
95,duluth,warehouse,4273.803721536652,6790.59924644156,90.83257509505876,15684.555888731764,4835.0,7,MROW,AbsorptionChiller,0.8839304491285733,United States Overall,0.268239025,15708.920730113501,0.9984489805633158,3.6756298963737475,0.000760213008557135
96,helena,full_service_restaurant,31112.259358516207,49433.92320297573,661.2392188996665,132939.47456170825,569.52,6B,NWPP,AbsorptionChiller,54.628914451671946,United States Overall,0.268239025,133116.84472507765,0.9986675603396721,4.278597809022193,0.007512638377971261
97,helena,hospital,9878216.915685952,15695389.099367622,209945.0368480449,29276475.790556755,22422.0,6B,NWPP,AbsorptionChiller,440.5591345859402,United States Overall,0.268239025,29332791.242544465,0.9980801195657769,2.969441903625941,0.0001324343012945295
98,helena,large_hotel,2313862.8035671627,3676470.899001153,49177.2974518141,6844123.279427046,11345.0,6B,NWPP,AbsorptionChiller,203.95441194950752,United States Overall,0.268239025,6857314.549747655,0.9980763212442844,2.963578713126849,0.0002612233330213177
99,helena,large_office,1762237.745246437,2799999.9730026694,37453.42621230431,6832086.453323623,46320.0,6B,NWPP,AbsorptionChiller,38.04485633088163,United States Overall,0.268239025,6842132.9238537215,0.9985316756277749,3.8826389585117504,8.382208459654038e-05
100,helena,medium_office,141310.74495293183,224527.0725363242,3003.324366066307,579739.9361564968,4982.0,6B,NWPP,AbsorptionChiller,28.364260327766324,United States Overall,0.268239025,580545.5449562091,0.9986123245510856,4.1082901738971005,0.0008246266908665396
101,helena,midrise_apartment,51683.81207959626,82119.83474869186,1098.4532860650204,204273.52040716368,3135.0,6B,NWPP,AbsorptionChiller,16.48606445920136,United States Overall,0.268239025,204568.1684456258,0.9985596584224176,3.958070432780349,0.0012625424028007493
102,helena,outpatient_healthcare,700573.9573911512,1113134.1767437183,14889.53184108658,2327102.114404583,3804.0,6B,NWPP,AbsorptionChiller,184.16770699031315,United States Overall,0.268239025,2331096.0679083425,0.9982866628455415,3.327408967054741,0.0008747131879744324
103,helena,primary_school,125032.08652524359,198662.09303455372,2657.34861228318,524788.7873781075,6871.0,6B,NWPP,AbsorptionChiller,18.197072700515733,United States Overall,0.268239025,525501.5919789515,0.9986435728992569,4.20293387548047,0.0006116917298035904
104,helena,quick_service_restaurant,11639.12792802128,18493.28104118935,247.3702655635454,50794.1153821077,232.0,6B,NWPP,AbsorptionChiller,50.16865486216069,United States Overall,0.268239025,50860.46974095646,0.9986953648051873,4.369783548689205,0.018835273916763814
105,helena,secondary_school,1390130.1998339577,2208762.4286250705,29544.90051380441,5578059.670114796,19592.0,6B,NWPP,AbsorptionChiller,70.95397100009993,United States Overall,0.268239025,5585984.7654223405,0.9985812536839338,4.018317684264072,0.0002050999226349567
106,helena,small_hotel,196149.2408074083,311659.34928288497,4168.825197960134,694998.5545065156,4014.0,6B,NWPP,AbsorptionChiller,48.866278228053886,United States Overall,0.268239025,696116.7961130119,0.9983936005958478,3.5489140475262064,0.0008841340427319897
107,helena,small_office,8098.410697059278,12867.474774216373,172.1182220148326,33307.98190655539,511.0,6B,NWPP,AbsorptionChiller,15.848161833775496,United States Overall,0.268239025,33354.15073061338,0.9986157997416611,4.118604498871001,0.008059891387223093
108,helena,stand_alone_retail,31493.993898466186,50040.45697200735,669.3523503220678,134754.14437409004,2294.0,6B,NWPP,AbsorptionChiller,13.72885523036887,United States Overall,0.268239025,134933.6907959219,0.9986693729284897,4.284426142677744,0.0018676661476363314
109,helena,strip_mall,29103.873397231015,46242.821064489246,618.5543226024839,124809.1328593145,2090.0,6B,NWPP,AbsorptionChiller,13.925298276187089,United States Overall,0.268239025,124975.05326771893,0.9986723717728769,4.2941037971807985,0.0020545951182683246
